k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
6.477474364061422420e+02,9.552388090342755049e+02,1.672727276866534041e+01,1.650101791467528165e+04,1.220049849290105385e+03
6.537439817430813491e+02,9.640819668825856752e+02,1.667889767458529704e+01,1.661463254422586397e+04,1.220049849290105385e+03
6.597960403155145741e+02,9.730069905847434484e+02,1.663192152558957204e+01,1.672902875589779433e+04,1.220049849290105385e+03
6.659041260392287995e+02,9.820146380168540645e+02,1.658638246949556105e+01,1.684421192987194809e+04,1.220049849290105385e+03
6.720687575876062283e+02,9.911056740710901067e+02,1.654229475324552823e+01,1.696018748334709744e+04,1.220049849290105385e+03
6.782904584356625719e+02,1.000280870720634880e+03,1.649963582134170892e+01,1.707696087079460631e+04,1.220049849290105385e+03
6.845697569045064483e+02,1.009541007085247657e+03,1.645838041529037810e+01,1.719453758421515886e+04,1.220049849290105385e+03
6.909071862061983893e+02,1.018886869497416797e+03,1.641850378434694591e+01,1.731292315339695415e+04,1.220049849290105385e+03
6.973032844890246906e+02,1.028319251569126436e+03,1.637998175812331070e+01,1.743212314617570883e+04,1.220049849290105385e+03
7.037585948832030454e+02,1.037838954259258344e+03,1.634279596913293631e+01,1.755214316869672984e+04,1.220049849290105385e+03
7.102736655469988136e+02,1.047446785941599728e+03,1.630693669986663252e+01,1.767298886567846421e+04,1.220049849290105385e+03
7.168490497132680730e+02,1.057143562473481779e+03,1.627239527093478344e+01,1.779466592067790043e+04,1.220049849290105385e+03
7.234853057364445021e+02,1.066930107265070774e+03,1.623916332444668598e+01,1.791718005635814188e+04,1.220049849290105385e+03
7.301829971399478154e+02,1.076807251349281387e+03,1.620723284368179407e+01,1.804053703475734801e+04,1.220049849290105385e+03
7.369426926640322790e+02,1.086775833452340748e+03,1.617659748085915794e+01,1.816474265755976012e+04,1.220049849290105385e+03
7.437649663140895200e+02,1.096836700065019159e+03,1.614725327049735881e+01,1.828980276636868803e+04,1.220049849290105385e+03
7.506503974093875513e+02,1.106990705514507454e+03,1.611919670948052286e+01,1.841572324298121748e+04,1.220049849290105385e+03
7.575995706322582919e+02,1.117238712036953530e+03,1.609242457879608423e+01,1.854251000966472202e+04,1.220049849290105385e+03
7.646130760777563182e+02,1.127581589850695082e+03,1.606693371893939570e+01,1.867016902943561217e+04,1.220049849290105385e+03
7.716915093037627003e+02,1.138020217230146955e+03,1.604270827974904989e+01,1.879870630633968904e+04,1.220049849290105385e+03
7.788354713815524519e+02,1.148555480580375161e+03,1.601971296043591408e+01,1.892812788573448779e+04,1.220049849290105385e+03
7.860455689468440141e+02,1.159188274512378712e+03,1.599791124790554342e+01,1.905843985457373856e+04,1.220049849290105385e+03
7.933224142513083734e+02,1.169919501919050845e+03,1.597726707126370016e+01,1.918964834169358073e+04,1.220049849290105385e+03
8.006666252145535054e+02,1.180750074051841011e+03,1.595774482622669943e+01,1.932175951810077822e+04,1.220049849290105385e+03
8.080788254766054024e+02,1.191680910598149694e+03,1.593931209093805990e+01,1.945477959726308109e+04,1.220049849290105385e+03
8.155596444508585137e+02,1.202712939759413757e+03,1.592194103292978724e+01,1.958871483540139525e+04,1.220049849290105385e+03
8.231097173775265219e+02,1.213847098329931441e+03,1.590560449391859521e+01,1.972357153178408043e+04,1.220049849290105385e+03
8.307296853775768568e+02,1.225084331776399949e+03,1.589027561787019494e+01,1.985935602902310347e+04,1.220049849290105385e+03
8.384201955071828252e+02,1.236425594318216781e+03,1.587592780130453818e+01,1.999607471337253446e+04,1.220049849290105385e+03
8.461819008126637982e+02,1.247871849008499794e+03,1.586253284367930050e+01,2.013373401502882916e+04,1.220049849290105385e+03
8.540154603859336930e+02,1.259424067815858507e+03,1.585005999037678492e+01,2.027234040843318871e+04,1.220049849290105385e+03
8.619215394204791210e+02,1.271083231706944616e+03,1.583847850703058491e+01,2.041190041257622579e+04,1.220049849290105385e+03
8.699008092678392359e+02,1.282850330729743746e+03,1.582775789651035048e+01,2.055242059130453708e+04,1.220049849290105385e+03
8.779539474946093378e+02,1.294726364097639362e+03,1.581786760693439575e+01,2.069390755362929485e+04,1.220049849290105385e+03
8.860816379399868765e+02,1.306712340274276357e+03,1.580876217285909746e+01,2.083636795403726137e+04,1.220049849290105385e+03
8.942845707738359806e+02,1.318809277059188844e+03,1.580037370518546425e+01,2.097980849280373877e+04,1.220049849290105385e+03
9.025634425552875655e+02,1.331018201674218517e+03,1.579263270085952975e+01,2.112423591630760711e+04,1.220049849290105385e+03
9.109189562918993488e+02,1.343340150850758391e+03,1.578546987637613164e+01,2.126965701734875984e+04,1.220049849290105385e+03
9.193518214993470110e+02,1.355776170917780519e+03,1.577881630395399348e+01,2.141607863546756562e+04,1.220049849290105385e+03
9.278627542616678738e+02,1.368327317890676568e+03,1.577261200773573080e+01,2.156350765726643658e+04,1.220049849290105385e+03
9.364524772920783562e+02,1.380994657560947189e+03,1.576681021747616818e+01,2.171195101673394674e+04,1.220049849290105385e+03
9.451217199943391734e+02,1.393779265586696738e+03,1.576136532761440634e+01,2.186141569557082039e+04,1.220049849290105385e+03
9.538712185246866966e+02,1.406682227583964959e+03,1.575623182141049661e+01,2.201190872351825601e+04,1.220049849290105385e+03
9.627017158543559390e+02,1.419704639218929287e+03,1.575136411462043284e+01,2.216343717868878957e+04,1.220049849290105385e+03
9.716139618326654954e+02,1.432847606300937059e+03,1.574670891604953660e+01,2.231600818789900222e+04,1.220049849290105385e+03
9.806087132506849002e+02,1.446112244876396971e+03,1.574220150845256150e+01,2.246962892700472730e+04,1.220049849290105385e+03
9.896867339055103230e+02,1.459499681323566165e+03,1.573777632720844899e+01,2.262430662123872025e+04,1.220049849290105385e+03
9.988487946651175662e+02,1.473011052448189730e+03,1.573336788354119520e+01,2.278004854555039856e+04,1.220049849290105385e+03
1.008095673533814079e+03,1.486647505580023562e+03,1.572891075540545636e+01,2.293686202494787722e+04,1.220049849290105385e+03
1.017428155718316816e+03,1.500410198670279897e+03,1.572433922742058598e+01,2.309475443484274729e+04,1.220049849290105385e+03
1.026847033694420134e+03,1.514300300389942549e+03,1.571958712235573685e+01,2.325373320139683346e+04,1.220049849290105385e+03
1.036353107274293734e+03,1.528318990229013025e+03,1.571458830496496617e+01,2.341380580187148371e+04,1.220049849290105385e+03
1.045947183674391454e+03,1.542467458596654524e+03,1.570927673417389414e+01,2.357497976497920536e+04,1.220049849290105385e+03
1.055630077584008632e+03,1.556746906922295466e+03,1.570358652952047862e+01,2.373726267123791695e+04,1.220049849290105385e+03
1.065402611234456799e+03,1.571158547757641600e+03,1.569745473247039591e+01,2.390066215332741558e+04,1.220049849290105385e+03
1.075265614468876038e+03,1.585703604879628301e+03,1.569082260397451556e+01,2.406518589644825624e+04,1.220049849290105385e+03
1.085219924812717181e+03,1.600383313394362403e+03,1.568363187273647874e+01,2.423084163868345422e+04,1.220049849290105385e+03
1.095266387544852705e+03,1.615198919841988754e+03,1.567582443117057700e+01,2.439763717136230480e+04,1.220049849290105385e+03
1.105405855769347681e+03,1.630151682302532890e+03,1.566734246403470721e+01,2.456558033942676047e+04,1.220049849290105385e+03
1.115639190487916267e+03,1.645242870502752112e+03,1.565813374314665651e+01,2.473467904180059486e+04,1.220049849290105385e+03
1.125967260673027113e+03,1.660473765923944939e+03,1.564815405283260041e+01,2.490494123176086941e+04,1.220049849290105385e+03
1.136390943341685897e+03,1.675845661910759191e+03,1.563736001346346605e+01,2.507637491731184855e+04,1.220049849290105385e+03
1.146911123629922031e+03,1.691359863781038257e+03,1.562570849185290633e+01,2.524898816156188695e+04,1.220049849290105385e+03
1.157528694867943614e+03,1.707017688936651666e+03,1.561315699588023165e+01,2.542278908310259430e+04,1.220049849290105385e+03
1.168244558655988612e+03,1.722820466975355430e+03,1.559968171573314422e+01,2.559778585639053199e+04,1.220049849290105385e+03
1.179059624940898630e+03,1.738769539803714224e+03,1.558528554921714360e+01,2.577398671213193302e+04,1.220049849290105385e+03
1.189974812093381615e+03,1.754866261751041975e+03,1.556997360858239610e+01,2.595139993766974658e+04,1.220049849290105385e+03
1.200991046985987623e+03,1.771111999684394050e+03,1.555375115778619843e+01,2.613003387737325465e+04,1.220049849290105385e+03
1.212109265071830805e+03,1.787508133124658116e+03,1.553662384640690775e+01,2.630989693303082458e+04,1.220049849290105385e+03
1.223330410464016268e+03,1.804056054363687053e+03,1.551860898027412716e+01,2.649099756424494990e+04,1.220049849290105385e+03
1.234655436015802934e+03,1.820757168582514169e+03,1.549974039862800623e+01,2.667334428883003784e+04,1.220049849290105385e+03
1.246085303401530155e+03,1.837612893970697769e+03,1.548005319941843894e+01,2.685694568321323823e+04,1.220049849290105385e+03
1.257620983198273052e+03,1.854624661846738036e+03,1.545958245123890507e+01,2.704181038283777525e+04,1.220049849290105385e+03
1.269263454968251381e+03,1.871793916779606661e+03,1.543836330503613929e+01,2.722794708256894592e+04,1.220049849290105385e+03
1.281013707342025100e+03,1.889122116711436320e+03,1.541643703313034663e+01,2.741536453710330898e+04,1.220049849290105385e+03
1.292872738102434596e+03,1.906610733081307444e+03,1.539385356888543477e+01,2.760407156138035498e+04,1.220049849290105385e+03
1.304841554269333983e+03,1.924261250950204840e+03,1.537066332697107995e+01,2.779407703099713035e+04,1.220049849290105385e+03
1.316921172185092246e+03,1.942075169127108438e+03,1.534691651130528633e+01,2.798538988262558269e+04,1.220049849290105385e+03
1.329112617600912245e+03,1.960054000296286858e+03,1.532266367140786478e+01,2.817801911443310746e+04,1.220049849290105385e+03
1.341416925763925974e+03,1.978199271145739431e+03,1.529798221017304627e+01,2.837197378650569226e+04,1.220049849290105385e+03
1.353835141505095407e+03,1.996512522496822385e+03,1.527298728737153688e+01,2.856726302127385861e+04,1.220049849290105385e+03
1.366368319327950303e+03,2.014995309435113086e+03,1.524779622762905795e+01,2.876389600394204535e+04,1.220049849290105385e+03
1.379017523498125911e+03,2.033649201442450703e+03,1.522252560245792807e+01,2.896188198292047673e+04,1.220049849290105385e+03
1.391783828133726047e+03,2.052475782530196284e+03,1.519729123778651392e+01,2.916123027026003547e+04,1.220049849290105385e+03
1.404668317296550867e+03,2.071476651373765890e+03,1.517220903106751173e+01,2.936195024209055555e+04,1.220049849290105385e+03
1.417672085084141372e+03,2.090653421448372228e+03,1.514739528777367106e+01,2.956405133906159244e+04,1.220049849290105385e+03
1.430796235722677920e+03,2.110007721166019564e+03,1.512296564551395228e+01,2.976754306678644207e+04,1.220049849290105385e+03
1.444041883660762778e+03,2.129541194013807399e+03,1.509903501100138001e+01,2.997243499628939389e+04,1.220049849290105385e+03
1.457410153664047129e+03,2.149255498693477421e+03,1.507571764055709096e+01,3.017873676445587989e+04,1.220049849290105385e+03
1.470902180910731659e+03,2.169152309262249673e+03,1.505312926738706025e+01,3.038645807448548294e+04,1.220049849290105385e+03
1.484519111087979581e+03,2.189233315275002951e+03,1.503138797424515261e+01,3.059560869634876144e+04,1.220049849290105385e+03
1.498262100489194154e+03,2.209500221927730308e+03,1.501061149189431809e+01,3.080619846724644594e+04,1.220049849290105385e+03
1.512132316112197714e+03,2.229954750202326522e+03,1.499091705048148881e+01,3.101823729207211363e+04,1.220049849290105385e+03
1.526130935758346368e+03,2.250598637012750714e+03,1.497242144414128795e+01,3.123173514387835530e+04,1.220049849290105385e+03
1.540259148132535074e+03,2.271433635352506826e+03,1.495524038694842339e+01,3.144670206434564534e+04,1.220049849290105385e+03
1.554518152944127451e+03,2.292461514443485157e+03,1.493948832833901363e+01,3.166314816425453319e+04,1.220049849290105385e+03
1.568909161008850106e+03,2.313684059886226350e+03,1.492527952774077704e+01,3.188108362396151642e+04,1.220049849290105385e+03
1.583433394351596462e+03,2.335103073811526883e+03,1.491272824700098987e+01,3.210051869387762417e+04,1.220049849290105385e+03
1.598092086310203285e+03,2.356720375033480650e+03,1.490194832194263164e+01,3.232146369495070030e+04,1.220049849290105385e+03
1.612886481640166494e+03,2.378537799203902523e+03,1.489302934383040089e+01,3.254392901915061884e+04,1.220049849290105385e+03
1.627817836620361277e+03,2.400557198968236662e+03,1.488602767593945053e+01,3.276792512995837387e+04,1.220049849290105385e+03
1.642887419159710589e+03,2.422780444122858626e+03,1.488099784751811505e+01,3.299346256285804702e+04,1.220049849290105385e+03
1.658096508904839311e+03,2.445209421773837676e+03,1.487799507909328334e+01,3.322055192583227472e+04,1.220049849290105385e+03
1.673446397348757273e+03,2.467846036497208843e+03,1.487707455174898286e+01,3.344920389986137889e+04,1.220049849290105385e+03
1.688938387940518624e+03,2.490692210500691090e+03,1.487825711234217962e+01,3.367942923942572088e+04,1.220049849290105385e+03
1.704573796195892783e+03,2.513749883786893861e+03,1.488151644133244211e+01,3.391123877301126777e+04,1.220049849290105385e+03
1.720353949809095184e+03,2.537021014318087509e+03,1.488682361198160997e+01,3.414464340361928043e+04,1.220049849290105385e+03
1.736280188765518460e+03,2.560507578182448469e+03,1.489415050819132524e+01,3.437965410927899939e+04,1.220049849290105385e+03
1.752353865455507275e+03,2.584211569761845112e+03,1.490346915761054802e+01,3.461628194356376480e+04,1.220049849290105385e+03
1.768576344789220684e+03,2.608135001901224769e+03,1.491472536419376382e+01,3.485453803611132025e+04,1.220049849290105385e+03
1.784949004312521765e+03,2.632279906079518696e+03,1.492782892378942883e+01,3.509443359314704867e+04,1.220049849290105385e+03
1.801473234323944098e+03,2.656648332582132298e+03,1.494268739820551062e+01,3.533597989801099175e+04,1.220049849290105385e+03
1.818150437992771003e+03,2.681242350675078796e+03,1.495920860462530655e+01,3.557918831168882025e+04,1.220049849290105385e+03
1.834982031478176395e+03,2.706064048780675876e+03,1.497729937213233953e+01,3.582407027334600571e+04,1.220049849290105385e+03
1.851969444049467711e+03,2.731115534654870316e+03,1.499681849129017408e+01,3.607063730086581927e+04,1.220049849290105385e+03
1.869114118207475940e+03,2.756398935566252476e+03,1.501755953187958958e+01,3.631890099139126687e+04,1.220049849290105385e+03
1.886417509807035913e+03,2.781916398476678751e+03,1.503931063993157835e+01,3.656887302187046589e+04,1.220049849290105385e+03
1.903881088180599363e+03,2.807670090223564785e+03,1.506185894279369286e+01,3.682056514960568893e+04,1.220049849290105385e+03
1.921506336263028743e+03,2.833662197703920810e+03,1.508499026481770855e+01,3.707398921280676586e+04,1.220049849290105385e+03
1.939294750717508805e+03,2.859894928060033635e+03,1.510848270886059019e+01,3.732915713114757818e+04,1.220049849290105385e+03
1.957247842062626887e+03,2.886370508866873479e+03,1.513210433888641404e+01,3.758608090632667154e+04,1.220049849290105385e+03
1.975367134800661916e+03,2.913091188321282516e+03,1.515562116342612065e+01,3.784477262263204466e+04,1.220049849290105385e+03
1.993654167547024599e+03,2.940059235432863261e+03,1.517879773804062715e+01,3.810524444750930707e+04,1.220049849290105385e+03
2.012110493160917258e+03,2.967276940216660023e+03,1.520139731101086156e+01,3.836750863213404227e+04,1.220049849290105385e+03
2.030737678877179860e+03,2.994746613887597505e+03,1.522318635058181435e+01,3.863157751198796177e+04,1.220049849290105385e+03
2.049537306439398435e+03,3.022470589056773861e+03,1.524393619469985417e+01,3.889746350743921357e+04,1.220049849290105385e+03
2.068510972234207657e+03,3.050451219929519993e+03,1.526341756302140773e+01,3.916517912432667072e+04,1.220049849290105385e+03
2.087660287426836021e+03,3.078690882505288300e+03,1.528140030939480809e+01,3.943473695454775589e+04,1.220049849290105385e+03
